source_url	parsed_url
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/how-fox-news-pushed-propaganda-about-el-paso-mass-shooting
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/right-wing-ministry-continues-use-facebook-dispense-deadly-covid-19-and
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/rachel-campos-duffy/fox-host-it-time-american-conservatives-cancel-sports-and-maybe-then-theyd
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-mocks-pregnant-women-serving-military
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/how-broadcast-tv-networks-covered-climate-change-2020
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/voter-fraud-and-suppression/fox-news-lies-georgias-voter-suppression-law-actually-makes-it-easier
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-blames-defunding-police-violent-attack-asian-woman-new-york
https://www.mediamatters.org/	https://www.mediamatters.org/sinclair-broadcast-group/sinclair-broadcast-group-report-people-act-whitewashed-gops-nationwide
https://www.mediamatters.org/	https://www.mediamatters.org/these-are-tucker-carlsons-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-returns-fox-news-advertisers-are-staying-away
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/these-are-fox-news-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/sean-hannity-says-undocumented-children-shouldnt-receive-education-because-theyve-broken
https://www.mediamatters.org/	https://www.mediamatters.org/abc/new-analysis-shows-no-migrant-surge-or-border-crisis-heres-how-often-broadcast-news-has-said
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/tucker-carlson-launches-passionate-and-emotional-defense-alex-berensons
https://www.mediamatters.org/	https://www.mediamatters.org/one-america-news-network/one-america-news-racist-falsehoods-undermine-directvs-appeals-racial
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-routinely-attacks-pandemic-health-measures-while-implementing-them-its-own-staff
https://www.mediamatters.org/	https://www.mediamatters.org/studies
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_oGZ7OLJDM4FApNs8xyoZMUIkjUZCXrNP16OA9NXAcMA.css
https://www.mediamatters.org/	https://www.mediamatters.org/sinclair-broadcast-group/sinclair-broadcast-group-has-been-pushing-pro-fossil-fuel-propaganda-your
https://www.mediamatters.org/	https://www.mediamatters.org/?page=1
https://www.mediamatters.org/	https://www.mediamatters.org/homepage
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/right-wing-outrage-over-lil-nas-x-exposes-fraud-their-campaign-against-cancel-culture
https://www.mediamatters.org/	https://www.mediamatters.org/#arrow
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/way-fox-news-hosts-discuss-vaccines-public-health-nightmare
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/right-wing-facebook-pages-dominated-conversation-around-equality-act-and-dr-rachel-levine
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-makes-compelling-case-against-bidens-infrastructure-plan-climate
https://www.mediamatters.org/	https://www.mediamatters.org/bret-baier/bret-baier-reports-sidney-powell-spread-election-lies-no-reasonable-person-would-believe
https://www.mediamatters.org/	https://www.mediamatters.org/#tumblr
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-lies-about-bidens-proposal-clean-oil-wells-have-already-been-abandoned
https://www.mediamatters.org/	https://www.mediamatters.org/national-rifle-association/nra-board-member-shares-extremist-militia-branded-meme-blames-shootings
https://www.mediamatters.org/	https://www.mediamatters.org/kamala-harris/right-wing-media-turn-anti-abortion-attacks-against-kamala-harris
https://www.mediamatters.org/	https://www.mediamatters.org/archives
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/night-and-day-washington-post-offers-two-totally-different-stories-us-mexico-border
https://www.mediamatters.org/	https://www.mediamatters.org/2020-supreme-court-vacancy/dont-believe-right-wing-media-overturning-roe-v-wade-big-deal
https://www.mediamatters.org/	https://www.mediamatters.org/#audio
https://www.mediamatters.org/	https://www.mediamatters.org/contact-us
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-mocks-joe-biden-and-kamala-harris-wearing-silly-little-obedience
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-drops-any-pretense-hires-lara-trump
https://www.mediamatters.org/	https://fonts.googleapis.com/css?family=Barlow:400,400i,600,600i,700,700i
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/these-are-sean-hannitys-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/?page=0
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/tucker-carlsons-history-pushing-vaccine-conspiracy-theories
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/it-categorically-wrong-blame-mental-illness-mass-shootings-heres-why
https://www.mediamatters.org/	https://www.mediamatters.org/justice-civil-liberties/foxs-shannon-bream-doesnt-remark-sen-tom-cottons-absurd-claims-about
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/laura-ingraham-says-warnings-covid-variants-are-part-disinformation-campaign
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/these-are-laura-ingrahams-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/were-going-punish-you-laura-ingraham-launches-threatening-tirade-companies-speaking-out
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/it-wasnt-just-sidney-powell-fox-repeated-same-dominion-lies
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-tries-tell-you-infrastructure-isnt-really-infrastructure
https://www.mediamatters.org/	https://www.mediamatters.org/sinclair-broadcast-group/sinclairs-misleading-attack-student-debt-cancellation-misrepresents
https://www.mediamatters.org/	https://www.mediamatters.org/congress/guide-rep-marjorie-taylor-greenes-conspiracy-theories-and-toxic-rhetoric
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/masks-work-fox-keeps-hosting-alex-berenson-claim-they-dont
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/fox-news-leads-right-wing-media-attacking-volunteer-effort-educate-migrant-teenagers
https://www.mediamatters.org/	https://www.mediamatters.org/tiktok/tiktoks-massive-covid-19-and-vaccine-misinformation-failure
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.mediamatters.org/news-analysis
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-cooking.html
https://www.nytimes.com/guides/	https://www.nytimes.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/guides/a-guide-to-sleep-apnea.html
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-mid1
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/global-69acc7c8fb6a313ed7e8641e4a88bf30.css
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/well/family/well-caregiver-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-top
https://www.nytimes.com/guides/	https://nytmediakit.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#site-index
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#site-content
https://www.nytimes.com/guides/	https://www.nytimes.com/svc/collections/v1/publish/https://www.nytimes.com/spotlight/guides/rss.xml
https://www.nytimes.com/guides/	https://www.nytimes.com/privacy/cookie-policy#how-do-i-manage-trackers
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-ipad-144x144-28865b72953380a40aa43318108876cb.png
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/guides/how-to-make-the-world-a-better-place.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2016/well/move/well-runningforwomen-guide-interactive.html
https://www.nytimes.com/guides/	https://www.nytimes.com/section/todayspaper
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-entertainment.html
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115015385887-Contact-Us
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014893968-Terms-of-sale
https://www.nytimes.com/guides/	https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides%3Fsmid%3Dtw-share&amp;text=Guides
https://www.nytimes.com/guides/	https://myaccount.nytimes.com/auth/login?response_type=cookie&amp;client_id=vi
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-home.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/how-to-find-a-hobby-guide.html
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us
https://www.nytimes.com/guides/	https://www.nytimes.com/section/smarter-living
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/apple-touch-icon-28865b72953380a40aa43318108876cb.png
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-mid2
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-mktg
https://www.nytimes.com/guides/	https://www.nytimes.com/sitemap/
https://www.nytimes.com/guides/	https://www.facebook.com/dialog/feed?app_id=9869919170&amp;link=https%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides%3Fsmid%3Dfb-share&amp;name=Guides&amp;redirect_uri=https%3A%2F%2Fwww.facebook.com%2F
https://www.nytimes.com/guides/	mailto:?subject=NYTimes.com%3A%20Guides&amp;body=From%20The%20New%20York%20Times%3A%0A%0AGuides%0A%0A%0A%0Ahttps%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides%3Fsmid%3Dem-share
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-default-homescreen-57x57-43808a4cd5333b648057a01624d84960.png
https://www.nytimes.com/guides/	https://www.nytimes.com/international/?action=click&amp;region=Footer&amp;pgtype=Homepage
https://www.nytimes.com/guides/	https://www.nytco.com/careers/
https://www.nytimes.com/guides/	https://api.whatsapp.com/send?text=Guides%20https%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides%3Fsmid%3Dwa-share
https://www.nytimes.com/guides/	https://www.nytimes.com/ca/?action=click&amp;region=Footer&amp;pgtype=Homepage
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/climate/cli-timesmachine-promo.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-food.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/fashion/how-to-dress-up.html
https://www.nytimes.com/guides/	https://www.nytimes.com/subscription?campaignId=37WXW
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/smarter-living/guide-sugar.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/well/guide-mindfulwork.html
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115015727108-Accessibility
https://www.nytimes.com/guides/	https://g1.nyt.com/fonts/css/web-fonts.5810def60210a2fa7d0848f37e3fa048bb6147b1.css
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/favicon-d2483f10ef688e6f89e23806b9700298.ico
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-iphone-114x144-080e7ec6514fdc62bcbb7966d9b257d2.png
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/us/womens-issues-course.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-tech.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-hard.html
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014792127-Copyright-notice
https://www.nytimes.com/guides/	https://www.nytimes.com/privacy/privacy-policy
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014893428-Terms-of-service
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-sponsor
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#stream-panel
https://www.nytimes.com/guides/	https://www.nytimes.com/spotlight/guides
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/realestate/real-estate-decorating-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/well/how-to-use-yoga-to-relax.html
https://www.nytimes.com/guides/	https://www.nytco.com/
https://www.nytimes.com/guides/	http://www.tbrandstudio.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cartoon-carousel
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-114x114.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/04/03/schumer-senate-marijuana-legalization-478963
https://www.politico.com/tipsheets/morning-money	https://www.facebook.com/politico/
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/terms
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/technology
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/aubree-eliza-weaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/04/04/california-teachers-childcare-coronavirus-478972
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/upcoming
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/article/us-global-markets/stocks-gain-u-s-debts-under-pressure-after-bumper-jobs-data-idUSKBN2BS01J
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-144x144.png
https://www.politico.com/tipsheets/morning-money	https://twitter.com/politico
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/privacy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/transportation
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/sustainability
https://www.politico.com/tipsheets/morning-money	https://www.politico.com//_login?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_login&amp;logout=%2F_logout&amp;lRedirect=true&amp;sRedirect=%2Fsettings&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/politics
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/terms-of-service
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/article/us-usa-stocks-weekahead/wall-street-week-ahead-high-flying-market-to-take-cues-from-infrastructure-plans-upcoming-earnings-idUSKBN2BP0NJ
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/resource/assets/css/style-core.min.01409f706a0c2a146d5a0680226a5ff0.gz.css
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2021/04/05/infrastructure-week-to-last-six-months-at-least-794465
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/archive
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/cf/05/ee684a274496b04fa20ba2978da1/politico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2021/03/30/covid-strikes-back-794344
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/sitemap
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/04/02/gaetz-communications-director-part-ways-amid-allegations-against-gaetz-478936
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/agriculture
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/matt-wuerker
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/04/04/georgia-voting-law-479002
https://www.politico.com/tipsheets/morning-money	https://www.politico.com//_logout?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_logout&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/faq
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/huddle/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/employment-immigration
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/facebook/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/3dynh8a&amp;pubid=politico.com
https://www.politico.com/tipsheets/morning-money	https://www.worldbank.org/en/meetings/splash/spring
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/59ee5a3/2147483647/legacy_thumbnail/114x114/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/california
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-120x120.png
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/small-business-owners-personal-debt-guarantees-coronavirus-pandemic-11617555245?mod=business_lead_pos1
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/health-care
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2021/03/31/biden-goes-big-again-794371
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cannabis
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2021/04/02/big-jobs-number-expected-794435
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/android-chrome-192x192.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cybersecurity
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020-elections
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscribe/breaking-news-alerts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-72x72.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/04/04/blunt-biden-infrastructure-479017?nname=playbook&amp;nid=0000014f-1646-d88f-a1cf-5f46b7bd0000&amp;nrid=0000014c-2414-d9dd-a5ec-34bc529a0002&amp;nlid=630318
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-152x152.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscriptions
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/04/04/buttigieg-infrastructure-plan-479025
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#ef8d9887869b8aaf9f8083869b868c80c18c8082
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2021/04/01/corporate-mind-meld-on-biden-plan-794399
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/transitionpb?cid=mkt_tpb_NL
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/transition-playbook
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/c73c7f7/2147483647/legacy_thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/vaccinerace
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/series/states/the-fifty
https://www.politico.com/tipsheets/morning-money	https://www.imf.org/en/live
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/joe-biden-first-100-days-presidency
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/politico-nightly
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy-policy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/previous
https://www.politico.com/tipsheets/morning-money	https://www.instagram.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/magazine/2021/04/04/andrew-yangs-asian-american-superpower-479011
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-76x76.png
https://www.politico.com/tipsheets/morning-money	https://www.nytimes.com/2021/04/04/business/ppp-loans-minority-businesses.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/education
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/fourth-estate
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/write-for-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-180x180.png
